Primarily applies to the private sector,BERT_topic0,BERT_topic1,BERT_topic2,BERT_topic3,BERT_topic4,BERT_topic5,BERT_topic6,BERT_topic7,Authority_blue_state,Authority_federal_legislative,Authority_purple_state,Authority_red_state,enacted_binary,months_after_2019_02_11
0,8.551354173610943e-309,7.26007673043325e-309,6.34631756660182e-309,1.0,2.0052802624360366e-308,8.23170884857904e-309,1.1167127801093618e-308,1.3302278110839975e-308,0,0,0,1,1,61
0,3.9405356512949574e-308,1.644888518853562e-308,1.3851511230105465e-308,1.252052478452315e-308,2.3985888973830793e-308,3.0219485583121035e-308,1.7614486310676627e-308,1.0,0,1,0,0,0,70
0,0.014318141161066,0.0119560319243052,0.0107415630815779,0.8573291240275004,0.0330458954680348,0.0136602332180833,0.0190743646977094,0.0218166633312079,0,0,0,1,1,65
0,0.4466973518688652,0.0327561340165077,0.054819082613993,0.025477682016458,0.0415439304209259,0.0738526685422518,0.0393029804003698,0.0942225994566751,0,0,0,1,1,63
0,8.450471829942057e-309,7.00935481146514e-309,6.334259775781353e-309,1.0,2.079968118660429e-308,8.082258958585995e-309,1.120158081000892e-308,1.3193208648814136e-308,0,0,1,0,1,64
0,2.7778212715881415e-308,1.25425356516247e-308,1.27926407980223e-308,1.475775318741733e-308,3.2758267375387228e-308,2.1955611548883433e-308,2.052891225474821e-308,1.0,0,0,1,0,1,63
0,1.550838549378226e-308,9.97219435304604e-309,1.0078574129914844e-308,2.2423371714141694e-308,1.0,1.3856582256886346e-308,2.0511591555210253e-308,3.6447171012063524e-308,0,1,0,0,0,69
0,0.0127327210514661,0.0109388634302494,0.0095498105600028,0.8110202064464324,0.0278218518244017,0.012294109046532,0.0167063541093843,0.0192137988842923,0,0,1,0,1,63
0,0.0476449658482054,0.0366348550766403,0.0349386879526888,0.3796279316650227,0.1304710854103915,0.0438810445570706,0.0664233661289588,0.076133759318972,0,0,0,1,1,66
0,0.1765788823876578,0.0519058905468084,0.1178631985453646,0.0468285478574333,0.0810166063710895,0.1401080811781455,0.0730317831414809,0.131230826504926,0,0,0,1,1,50
0,0.0395316636974582,0.0289128529122057,0.0284304993776049,0.1610359234745347,0.1526951650044432,0.0361943530633022,0.0586227008644302,0.0696197619347857,0,0,0,1,1,63
0,0.0385792088117743,0.0281737480955506,0.0276138654873882,0.1521653665836385,0.1509788933532078,0.0353272764707528,0.0573327970366119,0.0685647898113855,1,0,0,0,1,68
0,0.0494253349976185,0.0273762909157923,0.565635280727792,0.0212717700630521,0.0302594978732357,0.0525285799859311,0.034383022523295,0.0379206286544794,1,0,0,0,1,66
0,0.4874007078174107,0.0433627372731642,0.0618930352731688,0.0260514456483528,0.0388497866442863,0.0888781875499596,0.0384894597091908,0.0864867511206594,0,0,0,0,1,48
0,1.218256795178665e-308,1.0,8.865014795457113e-309,7.455837012447466e-309,9.40485254633829e-309,1.6826464777762107e-308,8.52194851172426e-309,1.541095771901211e-308,0,0,0,0,1,62
1,0.0341426673094653,0.0273023507227483,0.0249955914185291,0.5272926248224518,0.0918791198934422,0.0321438688855055,0.0464576694890283,0.0552625329820052,0,0,0,1,1,62
0,0.0201043304955099,0.0164587576942017,0.0150000822159778,0.6994761635030985,0.0491539370574136,0.0190464253156827,0.0270457534702726,0.0311900782438208,0,0,1,0,1,62
0,0.0246734838050159,0.0212738747515952,0.0182798652517743,0.5752291106052504,0.0598947848151782,0.0240882600204088,0.0317834480051645,0.0392305021843674,1,0,0,0,1,61
0,0.0423201381028582,0.0320846167443715,0.030971208447176,0.2588912768579061,0.1176530040698466,0.0387134937344002,0.0593441839274514,0.0677755818806533,1,0,0,0,1,52
0,8.513798727609056e-309,7.31710436692797e-309,6.327276303421597e-309,1.0,1.973287495793311e-308,8.21529108841681e-309,1.0944501674726395e-308,1.314967915957592e-308,1,0,0,0,1,58
0,0.0203873109960836,0.0175391129672747,0.0151140818070576,0.7477179294059066,0.0489415615647599,0.0198493294156075,0.0263585635951724,0.0322238913501138,1,0,0,0,1,58
0,0.0432391676708163,0.0263064684613593,0.0304334497669764,0.0427716940709842,0.0865629501812907,0.0364525686520341,0.4098729884828784,0.0635784567143979,1,0,0,0,1,68
0,1.136147633189595e-308,1.0,8.630161760601897e-309,7.10375554696712e-309,8.82758014789649e-309,1.5685442487649216e-308,8.273672780331163e-309,1.3918200358085827e-308,0,0,0,0,1,48
0,0.0303927943063843,0.0243767356765725,0.0225339131903215,0.5449011179491893,0.0826453337869651,0.028750973464614,0.04150591267253,0.0489518924389972,0,1,0,0,0,66
0,2.6639920155411757e-308,1.77398770798186e-308,2.2211133998368584e-308,9.372418530978216e-309,1.427537000045282e-308,1.0,1.325753056780423e-308,3.1742917596678607e-308,0,1,0,0,0,67
0,0.2562428785104759,0.0716784487544498,0.115844000267896,0.0453750034139592,0.0649024997642672,0.1268783891669554,0.0704192010684464,0.114479986751768,0,1,0,0,0,64
0,0.2348891426768434,0.0496309526784908,0.1042043363111249,0.0422801774976476,0.0707063849016507,0.1244250192756996,0.0640525114670543,0.1283752917243944,0,1,0,0,0,68
0,1.5675718784033526e-308,8.18530577506364e-309,1.0,6.056725272950475e-309,8.678356672188866e-309,1.6753824464655726e-308,9.61169038010138e-309,1.150988039764087e-308,0,1,0,0,0,65
0,0.0354265422660072,0.0188894092406341,0.7416550981170952,0.0140572332876331,0.0203452390834468,0.0407356000551947,0.0219722294719678,0.026970241459934,0,0,0,0,0,67
0,8.567775563328495e-309,7.412571697427326e-309,6.41927262045098e-309,1.0,2.001819630206414e-308,8.364156233262186e-309,1.1038053348127943e-308,1.3346163027086657e-308,0,0,0,0,1,68
0,0.0384403935874049,0.0250659414691511,0.026609681096326,0.0750957115563194,0.5420196606286424,0.0347861035142797,0.0586613839318589,0.0816880088212038,1,0,0,0,1,68
0,0.1781667098920295,0.0844726094833083,0.086356681762008,0.0421303641538117,0.0652803478010853,0.2948692229569915,0.0671059211510043,0.1660094632094933,0,1,0,0,0,64
0,1.0,1.277273464740744e-308,1.373636594816069e-308,9.43389118570381e-309,1.5828499448823176e-308,2.3451901268267833e-308,1.6099912233805006e-308,4.3248979960254574e-308,0,1,0,0,0,65
0,0.0300896364302354,0.0252975111555598,0.0219861810127735,0.6829880763034272,0.0724069191309531,0.0289432145280275,0.0402568992018853,0.0478931544896796,0,1,0,0,0,65
0,1.0,1.251580350733788e-308,1.46648456831678e-308,9.274160262463284e-309,1.5496697356338624e-308,2.4691858494133134e-308,1.51336060108569e-308,4.579616623515776e-308,0,1,0,0,0,64
0,0.0758462166147824,0.0425116632367113,0.0347357892512781,0.0272273788662753,0.0496919471075516,0.0941169836822859,0.038977409098177,0.5527736814448769,0,1,0,0,0,57
0,0.5209113157966219,0.0483229203003251,0.0693325821221583,0.0295573257380253,0.0455351467779024,0.1086601417754285,0.0431179698512874,0.1159354746693663,0,1,0,0,0,63
0,1.1656828931468963e-308,1.0,8.901777106596483e-309,7.171523708813546e-309,8.975620441607444e-309,1.6724923993321217e-308,8.354312198144426e-309,1.452658498980933e-308,0,0,0,0,1,69
0,0.0310501353835094,0.5749065471499948,0.0217001990796237,0.0189363346655295,0.0239428522240629,0.0415956364933382,0.0215087237027563,0.0395657890363349,0,0,0,0,1,68
1,0.0184921803868329,0.0108868318026332,0.0130432440610368,0.0162377699167805,0.0320720310907752,0.0153886918038389,0.8251083775168208,0.0253372207281699,0,0,0,1,0,65
1,1.38572084643266e-308,8.798505849150803e-309,9.86280974441966e-309,2.196538293678814e-308,1.0,1.2453432669943713e-308,2.2020066600187927e-308,2.81432531912174e-308,1,0,0,0,0,47
1,0.0503270980863971,0.0337986761553328,0.0328164600921907,0.0898470082959199,0.5005161826217722,0.0456315235022347,0.0669746784473599,0.1150448952602617,1,0,0,0,0,65
0,2.485676611826855e-308,1.195252451619153e-308,1.2357835225259256e-308,1.5427159132059346e-308,3.41481175438565e-308,2.04609127838584e-308,2.088691533919272e-308,1.0,0,0,0,1,1,2
1,1.51490197740491e-308,8.674900407035306e-309,1.1115416411413456e-308,1.1873057119422596e-308,2.2865406763523263e-308,1.273491407067649e-308,1.0,1.939003192027209e-308,0,0,1,0,1,25
1,0.0356121567971985,0.0296290953827342,0.0257637741338985,0.4455801476665912,0.0878264405063033,0.0341675055397065,0.0484938978166002,0.0576162632987397,0,1,0,0,0,52
0,4.023324868124078e-308,1.5692987258758253e-308,1.431188323774975e-308,1.2486224003713584e-308,2.445107799948242e-308,3.138254913612e-308,1.881891670371249e-308,1.0,0,1,0,0,0,56
0,0.0478554214395586,0.0324483174920053,0.0306977909556011,0.0794888263995284,0.4351399064434721,0.0436240303365089,0.060940870742952,0.111475022779924,0,1,0,0,0,59
0,0.0634093587298668,0.0343300392151461,0.484427040898612,0.0265095130596976,0.0386920227151859,0.0740882770552381,0.0446032103384127,0.0499715043099596,0,1,0,0,0,48
0,2.736010588810235e-308,1.234045918726203e-308,1.302474236060283e-308,1.415339345805967e-308,2.905983370172762e-308,2.2160942616418786e-308,1.8873340983199016e-308,1.0,0,1,0,0,0,53
0,2.711249268700485e-308,1.812146467147249e-308,2.160902431730455e-308,9.38515602893738e-309,1.4311042578869765e-308,1.0,1.3332616273600484e-308,3.266577146233122e-308,0,1,0,0,0,51
0,0.0315435913215453,0.5819334661454022,0.024814162188838,0.0194167476530763,0.0247444241506583,0.0471961556829701,0.0226825411899532,0.0406350488149414,0,1,0,0,0,57
0,1.7193033065745994e-308,9.184429605757255e-309,1.2225220497760857e-308,1.1372630582854084e-308,2.26994290797873e-308,1.4266887569541066e-308,1.0,2.120308500313244e-308,0,1,0,0,0,52
0,0.1114106138256037,0.0584939482742332,0.0684431342230053,0.0297122068166157,0.0455978720195697,0.4999511835884305,0.0431879697550019,0.1150422915867833,0,1,0,0,0,52
1,0.0437154422006163,0.0291319081938357,0.0286208667858716,0.057280181224102,0.4748298777849474,0.0412695530647978,0.0634908945872798,0.1013812472124327,0,1,0,0,0,51
0,2.9241238475238855e-308,1.2797867783429206e-308,1.334809789199644e-308,1.390548341727352e-308,2.8727782656211057e-308,2.3947397915449683e-308,2.003285688012599e-308,1.0,0,1,0,0,0,63
1,0.0495145153402279,0.0333812242159105,0.0319477625408395,0.0852417493025885,0.4669597108472854,0.0449913719559062,0.0646071541333764,0.1148661629942654,0,1,0,0,0,62
1,1.6055827674344784e-308,1.022243129060214e-308,1.0424578697225625e-308,2.1357351607698443e-308,1.0,1.460184654020672e-308,2.3513440637249517e-308,3.9276336479649655e-308,0,1,0,0,0,62
0,2.8205126172027296e-308,1.90051496826898e-308,2.016315018190578e-308,9.710202868266963e-309,1.511698294509272e-308,1.0,1.40857615098056e-308,3.825601306861105e-308,0,1,0,0,0,61
0,2.4259968968181154e-308,1.7441333702326293e-308,2.26866711201259e-308,9.11247422428541e-309,1.3549326132669567e-308,1.0,1.271696317352524e-308,2.753767475309532e-308,0,1,0,0,0,61
0,2.5879992918404566e-308,1.743760375981844e-308,2.244285585864942e-308,8.950971031111914e-309,1.329049640251807e-308,1.0,1.265824901516537e-308,2.751532798703805e-308,0,1,0,0,0,61
0,2.2927954514796637e-308,1.7373129506187517e-308,2.298276931132988e-308,9.08489546529657e-309,1.342120738239681e-308,1.0,1.25996487190529e-308,2.6456661628981402e-308,0,1,0,0,0,61
0,1.4754283434729504e-308,9.08098340466739e-309,1.036276174295542e-308,2.0013441266400335e-308,1.0,1.316662363493724e-308,2.4692794001398597e-308,3.0577832921743906e-308,1,0,0,0,0,65
0,0.0349124352213753,0.0208038172329367,0.0225800272000746,0.0451462698901843,0.689860090201088,0.0303695407243329,0.0489434170271644,0.0910823805492774,1,0,0,0,0,65
0,1.486547809853437e-308,9.2991516496448e-309,1.0102015514095984e-308,2.1786235285646403e-308,1.0,1.324051828978963e-308,2.26831948089431e-308,3.302769388901923e-308,1,0,0,0,0,49
0,0.0492264325404396,0.0330625356093489,0.0317160366953016,0.0832126075940286,0.4934331742810457,0.044685082993198,0.0645107275261441,0.1148110308772214,1,0,0,0,0,47
0,8.526980122004845e-309,7.275595553934255e-309,6.31741505108861e-309,1.0,1.960016159229862e-308,8.217142353034044e-309,1.116819551510617e-308,1.3199256983482517e-308,1,0,0,0,0,51
0,0.0547405498348291,0.0312660635932025,0.0381056104747702,0.0635670634255057,0.3281382813824814,0.048233172332828,0.092684508824513,0.1277426875216604,1,0,0,0,0,55
0,2.484130297492429e-308,1.1574833451263237e-308,1.2381869951117713e-308,1.499144372512519e-308,3.2938126937522375e-308,1.9741416172930487e-308,1.9540777400883806e-308,1.0,1,0,0,0,0,53
0,0.0840275607274189,0.0385911088705211,0.0461864471048025,0.047438735350134,0.1020127779515897,0.0712775079370864,0.0642583650421291,0.4585228071917896,0,0,1,0,0,50
0,0.0617777297143132,0.0297527957153354,0.0333250651410135,0.0412382221530751,0.0931662811588828,0.0510381045751692,0.0549224578415046,0.547187899568945,0,0,1,0,0,49
0,1.6597622332502373e-308,9.09468339945876e-309,1.1589682571337867e-308,1.237242544608634e-308,2.647713395687444e-308,1.3788812291590927e-308,1.0,2.310008973322662e-308,0,0,1,0,0,52
0,1.3853989594405863e-308,8.800478265751803e-309,9.838098540345837e-309,2.2288744884976864e-308,1.0,1.246450769376911e-308,2.147211480416472e-308,2.8589982459822736e-308,1,0,0,0,0,65
0,2.6456902052422727e-308,1.212887224844948e-308,1.2869803542121276e-308,1.4621473270137877e-308,3.16051250649551e-308,2.1420567561227014e-308,1.9661698074564725e-308,1.0,0,0,0,1,1,26
0,0.0482307606959541,0.028494407302359,0.0338676047992498,0.0616382625757499,0.3872973483150187,0.0431370329083332,0.0712047364305501,0.1149815543129105,1,0,0,0,1,4
0,0.1088274483926107,0.0498110335744797,0.0489456603510418,0.0402891954594817,0.0798540344100996,0.1100903084702865,0.0583558175126742,0.4356647379219941,1,0,0,0,1,35
0,0.5426755694824913,0.0430274801621934,0.0615983276700667,0.0269778577915141,0.0419010239638287,0.0965396342825584,0.0395203695437504,0.1095717809516765,0,1,0,0,0,57
0,0.0734096983364155,0.0366454379202616,0.0476602595695361,0.0398315785986739,0.0756066186513336,0.058797260724515,0.385913985911882,0.079708051001463,0,1,0,0,0,53
0,1.66537566303577e-308,9.03499503786598e-309,1.1849446225745522e-308,1.176301021354633e-308,2.408617831763153e-308,1.380116752327059e-308,1.0,2.1527086847825976e-308,0,1,0,0,0,61
0,1.506458661816987e-308,8.211618883739833e-309,1.0,6.13536213431848e-309,8.788429046576697e-309,1.694518454538788e-308,9.611283949366144e-309,1.1471186068148983e-308,0,1,0,0,0,63
0,1.874739835685085e-308,9.198790401357104e-309,1.0,6.750326594914746e-309,1.007830216187682e-308,2.3133628680302196e-308,1.097871938721912e-308,1.4175518228652364e-308,0,1,0,0,0,58
1,0.0244242027788878,0.0198192843195606,0.0181345594326071,0.6799664044510456,0.0632313909205209,0.0231604515682785,0.0330989089362885,0.0387861059757426,0,1,0,0,0,59
0,0.1489365857158043,0.053518577518509,0.0949701601443614,0.0528048546977023,0.0986160772153642,0.1327820978991127,0.0794364533719817,0.1574990099700703,0,1,0,0,0,53
0,8.5331100866957e-309,7.321996962314844e-309,6.373533886308016e-309,1.0,1.9958640438013533e-308,8.277129179411083e-309,1.1057823985580083e-308,1.3265535354901757e-308,0,1,0,0,0,53
0,3.417302652316962e-308,1.744935559294155e-308,1.48718081191842e-308,1.2219269695761167e-308,2.2944018661989634e-308,3.7757321875159226e-308,1.7459703065294268e-308,1.0,0,1,0,0,0,51
0,2.9278191421182134e-308,1.923112915910367e-308,1.988095145419225e-308,9.576800416648117e-309,1.4823322181429466e-308,1.0,1.3807852741124686e-308,3.8197912698176407e-308,0,1,0,0,0,49
0,0.0301496120911886,0.0158037039602422,0.8135877917027279,0.0116966131848415,0.0172738499422375,0.038861188494884,0.0192385613606263,0.0237026199605525,0,1,0,0,0,60
0,0.1506541549754821,0.0537131457326339,0.1015314637740121,0.0483098022969158,0.0857010027610718,0.1579308320970425,0.0734088120899398,0.1473146028058076,0,1,0,0,0,60
0,0.0346773928264991,0.0198116858797506,0.6776743802412644,0.0149565036567653,0.0211350196413456,0.0388468343702501,0.0229591860489058,0.0269216749792676,0,1,0,0,0,54
0,1.8315116787382224e-308,9.06749109170519e-309,1.0,6.65773870093322e-309,9.877100397531346e-309,2.2234093359599723e-308,1.083897330564062e-308,1.3777980654638233e-308,0,1,0,0,0,58
0,0.0288206989610059,0.016306680231557,0.7865414856100664,0.0123105445114698,0.0174431696183943,0.032213199859369,0.0190282270056939,0.0222848463519579,0,1,0,0,0,53
0,0.4232006187123949,0.033833248411415,0.0599199129143352,0.025636460949126,0.0409163240878033,0.0764924506906561,0.0383809595175402,0.0885224065154418,0,1,0,0,0,58
0,0.4321223518513587,0.0331610746569048,0.0584595634351473,0.0250759783675462,0.0400926291368642,0.0753241302309225,0.0376460718383054,0.087703155395424,0,1,0,0,0,53
0,1.738739469760143e-308,9.24978097461146e-309,1.0,6.71018356261837e-309,9.888064597520314e-309,2.315192332767653e-308,1.10008020786202e-308,1.3764706701111027e-308,0,1,0,0,0,54
0,0.0445273470902085,0.0269118955363093,0.0315621213214243,0.0565843267298207,0.5363972711291031,0.0391247389456697,0.0599726357734926,0.0882392784786058,0,1,0,0,0,54
0,0.0531008050163257,0.0288665190525647,0.6849986193322196,0.0212949636126968,0.03123746998269,0.068505911140561,0.0356901005779795,0.0424159453843068,0,1,0,0,0,48
0,4.990758288434025e-308,1.4855588105478233e-308,1.493301067053728e-308,1.1914336690963904e-308,2.302647540587214e-308,3.100229501086267e-308,1.8745831793455974e-308,1.0,0,1,0,0,0,51
0,0.1527034078342276,0.0535382720032457,0.1040200100153507,0.0496275710886007,0.088931536209357,0.1492877199739473,0.075843068700737,0.1446122307074397,0,1,0,0,0,60
0,0.057467145764033,0.0304724024542055,0.5032602374769011,0.0235137798040349,0.0346785343863459,0.0680262000990213,0.0398372440247564,0.0452646824227934,0,1,0,0,0,51
0,0.2112647171837169,0.0508643055176263,0.1103022312507252,0.0443033452428665,0.0747460083116804,0.1301111893331292,0.0672353813770155,0.1297366383161458,0,1,0,0,0,61
0,0.0616157113192666,0.0333093116078216,0.4237022004689441,0.0259335184100486,0.0372403815993186,0.0657862786080317,0.0429445877765241,0.0470892884994112,0,1,0,0,0,53
